,ID,documentName,link
0,ALL41,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL41/RP/2022-06-30
0,ALL41,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL41/KA/2022-08-31
0,ALL41,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL41/TOU/2021-05-17
0,ALL41A2,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL41A2/SP/2022-09-30
0,ALL41A2,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL41A2/KL/2022-02-21
0,ALL41A2,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL41/PE/2022-09-01
0,ALL41A2,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL41A2/RP/2022-06-30
0,ALL41A2,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL41A2/KA/2022-08-31
0,ALL41A2,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL41A2/TOU/2021-05-17
0,ALL14,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL14/SP/2022-09-30
0,ALL14,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL14/KL/2022-09-01
0,ALL14,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL14/PE/2022-09-01
0,ALL14,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL14/RP/2022-06-30
0,ALL14,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL14/KA/2022-08-31
0,ALL14,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL14/TOU/2021-05-17
0,ALL91,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL91/SP/2022-09-30
0,ALL91,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL91/KL/2022-02-21
0,ALL91,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL91/PE/2022-09-01
0,ALL91,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL91/RP/2022-06-30
0,ALL91,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL91/KA/2022-08-31
0,ALL91,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL91/TOU/2021-05-17
0,ALL06,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL06/SP/2022-09-30
0,ALL06,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL06/KL/2022-09-01
0,ALL06,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL06/PE/2022-09-01
0,ALL06,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL06/RP/2022-06-30
0,ALL06,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL06/KA/2022-08-31
0,ALL06,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL06/TOU/2021-05-17
0,ALL75,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL75/SP/2022-09-30
0,ALL75,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL75/KL/2022-03-23
0,ALL75,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL75/PE/2022-10-01
0,ALL75,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL75/RP/2022-06-30
0,ALL75,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL75/KA/2022-08-31
0,ALL75,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL75/TOU/2021-05-17
0,ALL93,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL93/SP/2022-09-30
0,ALL93,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL93/KL/2022-02-21
0,ALL93,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL93/PE/2022-10-01
0,ALL93,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL93/RP/2022-06-30
0,ALL93,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL93/KA/2022-08-31
0,ALL93,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL93/TOU/2021-05-17
0,ALL51,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL51/SP/2022-09-30
0,ALL51,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL51/KL/2022-02-21
0,ALL51,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL51/PE/2022-10-01
0,ALL51,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL51/RP/2022-06-30
0,ALL51,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL51/KA/2022-08-31
0,ALL51,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL51/TOU/2021-05-17
0,CUN27,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/CUN27/SP/2022-09-30
0,CUN27,KIID,https://dokumenty.analizy.pl/pobierz/fi/CUN27/KL/2022-10-04
0,CUN27,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/CUN27/PE/2022-10-04
0,CUN27,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/CUN27/RP/2022-06-30
0,CUN27,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/CUN27/KA/2022-09-30
0,CUN27,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/CUN27/TOU/2022-07-01
0,ALL90,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL90/SP/2022-09-30
0,ALL90,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL90/KL/2022-02-21
0,ALL90,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL90/PE/2022-10-01
0,ALL90,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL90/RP/2022-06-30
0,ALL90,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL90/KA/2022-08-31
0,ALL90,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL90/TOU/2021-05-17
0,ALL53,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL53/SP/2022-09-30
0,ALL53,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL53/KL/2022-02-21
0,ALL53,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL53/PE/2022-10-01
0,ALL53,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL53/RP/2022-06-30
0,ALL53,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL53/KA/2022-08-31
0,ALL53,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL53/TOU/2021-05-17
0,CUN20,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/CUN20/SP/2022-09-30
0,CUN20,KIID,https://dokumenty.analizy.pl/pobierz/fi/CUN20/KL/2022-10-04
0,CUN20,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/CUN20/PE/2022-10-04
0,CUN20,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/CUN20/RP/2022-06-30
0,CUN20,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/CUN20/KA/2022-09-30
0,CUN20,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/CUN20/TOU/2022-07-01
0,ALL58,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL58/SP/2022-09-30
0,ALL58,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL58/KL/2022-02-21
0,ALL58,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL58/PE/2022-10-01
0,ALL58,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL58/RP/2022-06-30
0,ALL58,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL58/KA/2022-08-31
0,ALL58,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL58/TOU/2021-05-17
0,CUN25,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/CUN25/SP/2022-09-30
0,CUN25,KIID,https://dokumenty.analizy.pl/pobierz/fi/CUN25/KL/2022-07-01
0,CUN25,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/CUN25/PE/2022-10-04
0,CUN25,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/CUN25/RP/2022-06-30
0,CUN25,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/CUN25/KA/2022-09-30
0,CUN25,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/CUN25/TOU/2022-07-01
0,ALL73,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL73/SP/2022-09-30
0,ALL73,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL73/KL/2022-02-21
0,ALL73,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL73/PE/2022-10-01
0,ALL73,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL73/RP/2022-06-30
0,ALL73,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL73/KA/2022-08-31
0,ALL73,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL73/TOU/2021-05-17
0,CUN08,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/CUN08/SP/2022-09-30
0,CUN08,KIID,https://dokumenty.analizy.pl/pobierz/fi/CUN08/KL/2022-10-04
0,CUN08,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/CUN08/PE/2022-10-04
0,CUN08,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/CUN08/RP/2022-06-30
0,CUN08,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/CUN08/KA/2022-09-30
0,CUN08,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/CUN08/TOU/2022-07-01
0,CUN37,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/CUN37/SP/2022-09-30
0,CUN37,KIID,https://dokumenty.analizy.pl/pobierz/fi/CUN37/KL/2022-10-04
0,CUN37,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/CUN37/PE/2022-10-04
0,CUN37,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/CUN37/RP/2022-06-30
0,CUN37,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/CUN37/KA/2022-09-30
0,CUN37,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/CUN37/TOU/2022-07-01
0,ALL48,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/ALL48/SP/2022-09-30
0,ALL48,KIID,https://dokumenty.analizy.pl/pobierz/fi/ALL48/KL/2022-02-21
0,ALL48,Prospekt informacyjny,https://dokumenty.analizy.pl/pobierz/fi/ALL48/PE/2022-09-01
0,ALL48,Sprawozdanie,https://dokumenty.analizy.pl/pobierz/fi/ALL48/RP/2022-06-30
0,ALL48,Karta funduszu,https://dokumenty.analizy.pl/pobierz/fi/ALL48/KA/2022-08-31
0,ALL48,Tabela opłat,https://dokumenty.analizy.pl/pobierz/fi/ALL48/TOU/2021-05-17
0,CUN26,Skład portfela,https://dokumenty.analizy.pl/pobierz/fi/CUN26/SP/2022-09-30
